Query	Hit	Bits
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|780371265|ref|NZ_JYNH01000064.1| Desulfosporosinus sp. I2 contig00064, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652513781|ref|NZ_KI519435.1| Paucisalibacillus globulus DSM 18846 genomic scaffold K332DRAFT_scaffold00002.2, whole genome shotgun sequence	90.4887
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|414155114|ref|NZ_CAOS01000015.1| Desulfotomaculum hydrothermale Lam5 WGS project data, contig ABX_2590_8, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|255961476|ref|NC_010337.2| Heliobacterium modesticaldum Ice1, complete genome	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652819143|ref|NZ_AUEG01000006.1| Lacticigenium naphtae DSM 19658 H626DRAFT_scaffold00006.6_C, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|373456219|ref|NZ_CM001402.1| Caldithrix abyssi DSM 13497 chromosome, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653171620|ref|NZ_AUMJ01000004.1| [strain=DSM 18919], whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|737258307|ref|NZ_JQKJ01000062.1| Desulfobacter vibrioformis DSM 8776 Q366DRAFT_scaffold00062.61_C, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|83591340|ref|NC_007643.1| Rhodospirillum rubrum ATCC 11170 chromosome, complete genome	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653109414|ref|NZ_AUEY01000022.1| Desulforegula conservatrix Mb1Pa I997DRAFT_scaffold00022.22_C, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|960412753|ref|NZ_LN881724.1| Gorillibacterium sp. SN4 genome assembly Gorillibacterium timonense, scaffold scaffold00007, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653150137|ref|NZ_AUFC01000016.1| Anaerovorax odorimutans DSM 5092 K292DRAFT_scaffold00013.13_C, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|85857845|ref|NC_007759.1| Syntrophus aciditrophicus SB, complete genome	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652440675|ref|NZ_KI912470.1| Eubacterium xylanophilum ATCC 35991 genomic scaffold L877DRAFT_scaffold00002.2, whole genome shotgun sequence	90.2074
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653056092|ref|NZ_AXAA01000001.1| Caloramator sp. ALD01 A3M9DRAFT_scaffold_0.1_C, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|938920226|ref|NZ_BBCC01000012.1| Desulfosarcina cetonica JCM 12296 DNA, contig: JCM12296.contig00012, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|928932965|ref|NZ_LN876586.1| Clostridiaceae bacterium mt12 genome assembly Malnutritionisia massiliensis, scaffold scaffold00013, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|223955954|ref|NZ_DS990260.1| Clostridiales bacterium 1_7_47_FAA supercont2.1 genomic scaffold, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|397905586|ref|NZ_CAKP01000093.1| Caloramator australicus RC3 WGS project CAKP00000000 data, contig 21, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|498541161|ref|NZ_HF952018.1| Thermobrachium celere DSM 8682 genomic scaffold, scaffold33, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|345858667|ref|NZ_AGAF01000116.1| Desulfosporosinus sp. OT TOU.assembly.208, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|960405002|ref|NZ_LN890328.1| Clostridium neonatale genome assembly Clostridium neonatale, scaffold scaffold00017, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|671529798|ref|NZ_JONT01000001.1| Desulfotomaculum alkaliphilum DSM 12257 BR02DRAFT_scaffold00001.1_C, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754577734|ref|NZ_BAZF01000003.1| Geobacter sp. OR-1 DNA, contig: OR1_contig000003, whole genome shotgun sequence	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|551229162|ref|NZ_ATXH01000005.1| Thermodesulfatator atlanticus DSM 21156 H528DRAFT_scaffold00005.5_C, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|302872922|ref|NC_014393.1| Clostridium cellulovorans 743B, complete genome	89.9261
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652812912|ref|NZ_JHWW01000002.1| Lachnospiraceae bacterium V9D3004 T524DRAFT_scaffold00002.2_C, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|347541852|ref|NC_016012.1| Candidatus Arthromitus sp. SFB-rat-Yit DNA, complete genome	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|342731686|ref|NC_015913.1| Candidatus Arthromitus sp. SFB-mouse-Japan DNA, complete genome	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651392512|ref|NZ_AUKC01000013.1| Butyrivibrio sp. NC3005 G634DRAFT_scaffold00010.10_C, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|749200872|ref|NZ_CP006905.1| Clostridium baratii str. Sullivan, complete genome	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651582418|ref|NZ_KI270939.1| Bacillus sp. SB49 genomic scaffold scaffold00001, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|46445634|ref|NC_005861.1| Parachlamydia-related symbiont UWE25, complete genome	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|959925955|ref|NZ_LMTZ01000020.1| Mastigocoleus testarum BC008 Contig-116, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|310779695|ref|NC_014633.1| Ilyobacter polytropus DSM 2926 plasmid pILYOP01, complete sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754872707|ref|NZ_BBJT01000010.1| Paenibacillus chitinolyticus NBRC 15660 DNA, contig: PCH01S_CON00901, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653242373|ref|NZ_KE384330.1| Pontibacillus marinus DSM 16465 genomic scaffold H514DRAFT_scaffold00002.2, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|153952670|ref|NC_009706.1| Clostridium kluyveri DSM 555, complete genome	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|345858874|ref|NZ_AGAF01000124.1| Desulfosporosinus sp. OT TOU.assembly.215, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|657222374|ref|NZ_JNIQ01000001.1| Exiguobacterium aurantiacum DSM 6208 P398DRAFT_scf7180000000004_quiver_dupTrim_9412.1_C, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|746184008|ref|NZ_JENK01000002.1| Clostridium novyi A str. NCTC 538 Contig2, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|939330576|ref|NZ_LKET01000029.1| Oxobacter pfennigii strain DSM 3222 OXPF_contig000029, whole genome shotgun sequence	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|118442852|ref|NC_008593.1| Clostridium novyi NT, complete genome	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|550916528|ref|NC_022571.1| Clostridium saccharobutylicum DSM 13864, complete genome	89.6448
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|302388599|ref|NC_014377.1| Thermosediminibacter oceani DSM 16646, complete genome	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|953319533|ref|NZ_LKHP01000018.1| Caloramator mitchellensis strain VF08 ABG79_contig000018, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|780182291|ref|NZ_DF820455.1| Bacterium UASB14 DNA, scaffold: UASB14_scaffold_1, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|325294206|ref|NC_015185.1| Desulfurobacterium thermolithotrophum DSM 11699, complete genome	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|546162569|ref|NZ_KI273145.1| Clostridium intestinale URNW genomic scaffold scaffold1, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|211594008|ref|NZ_CH724116.1| Oceanobacter sp. RED65 scf_1100007010820 genomic scaffold, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|749967125|ref|NZ_JMFO01000042.1| Candidatus Magnetobacterium casensis strain MYR-1 contig_42, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|485091759|ref|NZ_KB907515.1| Eubacterium siraeum DSM 15702 genomic scaffold G397DRAFT_scaffold00004.4, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754579877|ref|NZ_BAZF01000010.1| Geobacter sp. OR-1 DNA, contig: OR1_contig000010, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|651518283|ref|NZ_JAEK01000005.1| Bacillus sp. J37 BacJ37DRAFT_scaffold_3.4_C, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654945119|ref|NZ_AYSE01000001.1| Bacillus sp. FJAT-14578 Scaffold1_1, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|326202227|ref|NZ_ACXX02000004.1| [Clostridium] papyrosolvens DSM 2782 ctg61, whole genome shotgun sequence	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|752776059|ref|NZ_CP007446.1| Snodgrassella alvi wkB2, complete genome	89.3634
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|1011278672|ref|NZ_BBXW01000056.1| Anaerolinea thermolimosa DNA, contig Athl_56, strain: IMO-1, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|470889881|ref|NZ_ANOQ01000079.1| Rhodopirellula sp. SWK7 cSWK70082, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|545664289|ref|NZ_KI273051.1| Mitsuokella sp. oral taxon 131 str. W9106 genomic scaffold Scaffold134, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|647282705|ref|NZ_JAGM01000009.1| Bacillus ginsengihumi J57 BacgiDRAFT_scaffold_8.9_C, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|335040198|ref|NZ_AFCE01000147.1| Caldalkalibacillus thermarum TA2.A1 ctg230, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|763331838|ref|NZ_JMCB01000006.1| Hyalangium minutum strain DSM 14724 contig_6, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|359409685|ref|NZ_CM001240.1| Clostridium sp. DL-VIII chromosome, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|485071319|ref|NZ_KB905845.1| Zymophilus raffinosivorans DSM 20765 genomic scaffold F606DRAFT_scaffold00007.7, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|224993731|ref|NZ_ACFY01000040.1| Roseburia inulinivorans DSM 16841 R_inulinivorans-1.0.1_Cont51.1, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|754996556|ref|NZ_HG428741.1| Bacillus sp. G2(2012b) genomic scaffold, scaffold00001, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|768724954|ref|NZ_JYCE01000118.1| Bacillus alveayuensis strain 24KAM51 LG50_118, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|659863602|ref|NZ_JOMG01000001.1| Pelobacter seleniigenes DSM 18267 N909DRAFT_scf7180000000028_quiver.1_C, whole genome shotgun sequence	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|451816898|ref|NC_020291.1| Clostridium saccharoperbutylacetonicum N1-4(HMT), complete genome	89.0821
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|484109394|ref|NZ_ANOK01000003.1| Bacillus sp. ZYK contig2, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|749201297|ref|NZ_CP009268.1| Clostridium pasteurianum DSM 525 = ATCC 6013, complete genome	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|808069655|ref|NZ_LAQO01000002.1| Paenibacillus algorifonticola strain XJ259 Scaffold2_1, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|873245403|ref|NZ_LFVU01000027.1| Clostridium cylindrosporum DSM 605 CLCY_2c, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|455737153|ref|NC_020418.1| Morganella morganii subsp. morganii KT, complete genome	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|655150747|ref|NZ_AULW01000015.1| Paenibacillus pasadenensis DSM 19293 H582DRAFT_scaffold00005.5_C, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653108614|ref|NZ_AUEY01000007.1| Desulforegula conservatrix Mb1Pa I997DRAFT_scaffold00007.7_C, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|652831657|ref|NZ_JHWZ01000004.1| Lachnospiraceae bacterium P6B14 T512DRAFT_scaffold00004.4_C, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|913360993|ref|NZ_LGSS01000005.1| [Clostridium] purinilyticum strain DSM 1384 CLPU_5c, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|902808671|ref|NZ_LBMP01000005.1| Desulfocarbo indianensis strain SCBM scaffold5.1, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|328951746|ref|NC_015388.1| Desulfobacca acetoxidans DSM 11109, complete genome	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|949522477|ref|NZ_AZFQ01000034.1| Lactobacillus satsumensis DSM 16230 = JCM 12392 strain DSM 16230 NODE_149, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|564601708|ref|NZ_AZAJ01000001.1| Methanolobus tindarius DSM 2278 MettiDRAFT_Contig28.1_C, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|653104024|ref|NZ_AXAM01000040.1| Desulfosarcina sp. BuS5 A39WDRAFT_scaffold_37.38_C, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|751580942|ref|NZ_JXAK01000041.1| Paenibacillus sp. VKM B-2647 B-2647_041, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|121533582|ref|NZ_AAWL01000002.1| Thermosinus carboxydivorans Nor1 ctg53, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|697198925|ref|NZ_JNLE01000003.1| Clostridium sp. KNHs205 BR73DRAFT_scf7180000000014_quiver.3_C, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|333981747|ref|NC_015572.1| Methylomonas methanica MC09, complete genome	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654873749|ref|NZ_KE386985.1| Desulfatirhabdium butyrativorans DSM 18734 genomic scaffold G492DRAFT_scaffold00001.1, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|959868240|ref|NZ_CP013252.1| Clostridium butyricum strain KNU-L09 chromosome 1, complete sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|654484708|ref|NZ_AUDY01000008.1| Halobacillus kuroshimensis DSM 18393 H615DRAFT_scaffold00001.1_C, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|544815525|ref|NZ_ATHJ01000080.1| Desulfococcus multivorans DSM 2059 ctg37, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|397689003|ref|NC_018178.1| Melioribacter roseus P3M, complete genome	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|671620153|ref|NZ_KL370861.1| Lachnospiraceae bacterium P6A3 genomic scaffold T516DRAFT_scaffold00002.2, whole genome shotgun sequence	88.8008
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|657708224|ref|NZ_JNIN01000001.1| Lachnospiraceae bacterium AC2012 P155DRAFT_scf7180000000006_quiver_dupTrim_3985.1_C, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|671611095|ref|NZ_JNJD01000006.1| Lachnospiraceae bacterium AC2028 T317DRAFT_scaffold00001.1_C, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|545418000|ref|NZ_KE993502.1| Clostridiales bacterium oral taxon 876 str. F0540 genomic scaffold Scaffold65, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|738196657|ref|NZ_JPVP01000051.1| Lysinibacillus odysseyi 34hs-1 = NBRC 100172 contig14, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|498483118|ref|NZ_AJTN02000190.1| Bacillus psychrosaccharolyticus ATCC 23296 Contig190, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|365823050|ref|NZ_BACS01000227.1| Lactobacillus acidipiscis KCTC 13900 DNA, contig: contig00227, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|514231911|ref|NZ_KE159636.1| Lachnospiraceae bacterium A2 genomic scaffold acPFL-supercont1.1, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|421860551|ref|NZ_BALG01000185.1| Paenibacillus popilliae ATCC 14706 DNA, contig: contig185, whole genome shotgun sequence	88.5195
sp|P06628|SP0F_BACSU Sporulation initiation phosphotransferase F OS=Bacillus subtilis (strain 168) GN=spo0F PE=1 SV=1	gi|960882905|ref|NZ_LNAM01000001.1| Acetivibrio ethanolgignens strain ACET-33324 ACET-33324.Scaf1, whole genome shotgun sequence	88.5195
